provincia,comune,numero_fascicolo,regione,indirizzo,stato,cup,tipologia_beneficiario,tipologia_intervento,importo_richiesto,importo_concesso,importo_liquidato,flag_superbonus,area_kmq,popolazione_residente,pro_com_t,url_opencup
MC,MOGLIANO,1104302500000498452019,MARCHE,VIA PRATI,Chiuso,H19H21000630008,Delegato,RCR-CI-L0,107799.1,115494.6,115494.6,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H19H21000630008
MC,MOGLIANO,1104302500000007432017,MARCHE,VIA DELLA REPUBBLICA,Chiuso,H16B18001390001,,RCR-CI-L0,176053.54,174157.02,174157.02,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H16B18001390001
MC,MOGLIANO,1104302500000031442017,MARCHE,C.da Poggio,Chiuso,H16B18000790008,,RCR-CI-L0,218646.69,187815.08,187815.08,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H16B18000790008
MC,MOGLIANO,1104302500000928692020,MARCHE,VIA CARELLI,Chiuso,H19H21000140001,,RCR-CI-L0,74770.02,74015.72,74015.72,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H19H21000140001
MC,MOGLIANO,1104302500000897522020,MARCHE,C.DA FONTESCHIAVA,Chiuso,H18I21000510001,,RCR-CI-L0,41420.1,42862.34,42862.34,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H18I21000510001
MC,MOGLIANO,1104302500000032052017,MARCHE,piazzale SANTUARIO,Chiuso,H11G19000710001,,RCR-CI-L0,232697.38,266409.64,174122.08,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G19000710001
MC,MOGLIANO,1104302500000923342020,MARCHE,C.DA SANTA CROCE,Aperto,H18I21003630008,Singolo Proprietario,RCR-CI-L0,36308.27,20682.58,25075.09,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H18I21003630008
MC,MOGLIANO,1104302500000105512018,MARCHE,c.da vanni,Chiuso,H11G19001320008,,RCR-CI-L0,103273.54,86067,86067,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G19001320008
MC,MOGLIANO,1104302500000100332018,MARCHE,VIA GRAMSCI,Chiuso,H11G20000070008,,RCR-CI-L0,196750.86,177827.31,177827.31,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G20000070008
MC,MOGLIANO,1104302500000065012018,MARCHE,vicolo boninfanti,Chiuso,H11G19001860008,,RCR-CI-L0,167939.76,162960.97,162960.97,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G19001860008
MC,MOGLIANO,1104302500000152232018,MARCHE,CONTRADA CIGLIARE,Chiuso,H11G19001380008,,RCR-CI-L0,105631.05,92409.4,92409.4,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G19001380008
MC,MOGLIANO,1104302500000347922019,MARCHE,c.da commenda,Aperto,H18I21001030008,Delegato,RCR-CI-RES,841283.47,996110.9,996110.9,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H18I21001030008
MC,MOGLIANO,1104302500000275192019,MARCHE,Piazzale Mazzini,Chiuso,H11G20000800008,,RCR-CI-L0,171348.69,158444.21,155595.51,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G20000800008
MC,MOGLIANO,1104302500000339782019,MARCHE,C.DA MACARRE,Chiuso,H11G20000030001,,RCR-CI-L0,78451.97,81581.89,51379.48,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G20000030001
MC,MOGLIANO,1104302500000214552019,MARCHE,CONTRADA CENSUATO,Chiuso,H11G19001700001,,RCR-CI-L0,12042.61,12041.17,12041.17,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G19001700001
MC,MOGLIANO,1104302500000552082020,MARCHE,via CARELLI,Chiuso,H18I21002410001,Delegato di condominio non registrato,RCR-CI-L0,100644.09,120848.11,120848.11,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H18I21002410001
MC,MOGLIANO,1104302500000007342017,MARCHE,via Roma,Chiuso,H17J18000350008,,RCR-CI-L0,312398.24,216680.81,216680.81,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H17J18000350008
MC,MOGLIANO,1104302500000476912019,MARCHE,VIA ROMA,Aperto,H15C20000550008,Amministratore di condominio registrato,RCR-CI-L0,337760.37,356629.72,356629.72,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H15C20000550008
MC,MOGLIANO,1104302500000047792018,MARCHE,Contrada Sasso,Chiuso,H11G19001210008,,RCR-CI-L0,65176.23,59438.83,59438.83,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G19001210008
MC,MOGLIANO,1104302500000139462018,MARCHE,Piazza Dante,Chiuso,H11G20000360008,,RCR-CI-L0,52867.67,43194.22,43194.22,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G20000360008
MC,MOGLIANO,1104302500000844632020,MARCHE,VIA XXV APRILE,Chiuso,H19H20000670008,,RCR-CI-RES,445532.85,479062,479062,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H19H20000670008
MC,MOGLIANO,1104302500000442022019,MARCHE,C.DA MACINA,Chiuso,H19H20000200001,,RCR-CI-L0,244448.56,228994.42,221429.21,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H19H20000200001
MC,MOGLIANO,1104302500001076082021,MARCHE,CONTRADA CESA,Chiuso,H18I21001400001,Singolo Proprietario,RCR-CI-RES,257699.26,304535.53,304535.53,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H18I21001400001
MC,MOGLIANO,1104302500000239552019,MARCHE,contrada VANNI,Chiuso,H19H21000400008,,RCR-CI-L0,145198.18,126708.04,126708.04,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H19H21000400008
MC,MOGLIANO,1104302500000026762017,MARCHE,c.da volturelle,Chiuso,H16B18000570008,,RCR-CI-L0,65546.13,125419.42,125419.42,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H16B18000570008
MC,MOGLIANO,1104302500000925282020,MARCHE,via Salvo D'Acquisto,Chiuso,H18I21000350001,,RCR-CI-L0,113012.68,96422.21,96422.21,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H18I21000350001
MC,MOGLIANO,1104302500000887812020,MARCHE,C.DA FONTESCHIAVA,Chiuso,H18I21000520008,,RCR-CI-L0,118676.34,136657.31,136657.31,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H18I21000520008
MC,MOGLIANO,1104302500000001022017,MARCHE,Contrada Sant'Antonio,Chiuso,H15C17000020008,,RCR-CI-L0,72412.65,72121.18,72121.19,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H15C17000020008
MC,MOGLIANO,1104302500000075672018,MARCHE,VIA XXV APRILE,Chiuso,H11G19001430001,Delegato,RCR-CI-RES,311051.09,351687.2,351687.2,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G19001430001
MC,MOGLIANO,1104302500000026972017,MARCHE,CONTRADA SANTA LUCIA,Chiuso,H16B18000320008,,RCR-CI-L0,61786.26,59424.44,59424.44,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H16B18000320008
MC,MOGLIANO,1104302500000016442017,MARCHE,C.da Macarre,Chiuso,H16B18000540008,,RCR-CI-RES,385668.07,359843.55,359843.55,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H16B18000540008
MC,MOGLIANO,1104302500000114042018,MARCHE,VIA CONTRADA CASALE,Chiuso,H11G19001490008,,RCR-CI-L0,76495.48,70540.44,70540.44,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G19001490008
MC,MOGLIANO,1104302500000043812018,MARCHE,Piazzale San Gregorio,Chiuso,H16B18001200001,,RCR-CI-L0,196489.39,221297.57,221297.57,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H16B18001200001
MC,MOGLIANO,1104302500000441132019,MARCHE,C.DA MACINA,Chiuso,H15C20000270001,,RCR-CI-L0,294480.91,306299.73,306299.73,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H15C20000270001
MC,MOGLIANO,1104302500000055992018,MARCHE,c.da san pietro,Chiuso,H16B19000290001,,RCR-CI-L0,71512.36,48083.68,48083.68,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H16B19000290001
MC,MOGLIANO,1104302500000112312018,MARCHE,CONTRADA PRATI,Chiuso,H11G19001060001,,RCR-CI-L0,59321.47,60249.65,60249.65,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H11G19001060001
MC,MOGLIANO,1104302500000639002020,MARCHE,c.da Fonte Fanarda,Aperto,H18I21003580001,Singolo Proprietario,RCR-CI-L0,89434.73,116122.91,116122.91,no,29.2582,4311,043025,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H18I21003580001
MC,POLLENZA,1104304100000997272020,MARCHE,c.da Campetella,Aperto,H88I21000250008,Delegato,RCR-CI-RES,678153.06,670534.06,513428.96,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21000250008
MC,POLLENZA,1104304100000033502017,MARCHE,CONTRADA MORAZZANO,Chiuso,H81G19000290008,,RCR-CI-RES,657115.58,607980.24,607980.24,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19000290008
MC,POLLENZA,1104304100000073872018,MARCHE,VIA SAN SALVATORE,Chiuso,H86B18000530001,,RCR-CI-L0,34202.09,29597.96,29597.96,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H86B18000530001
MC,POLLENZA,1104304100000005392017,MARCHE,Contrada Morazzano,Chiuso,H83E17000030001,,RCR-CI-L0,145981.83,141520.12,141520.12,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H83E17000030001
MC,POLLENZA,1104304100000287602019,MARCHE,C.DA MORAZZANO,Chiuso,H89H21000320008,Delegato,RCR-CI-RES,609434.87,688356.27,665092.67,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H89H21000320008
MC,POLLENZA,1104304100000449942019,MARCHE,Via Campomaggio,Chiuso,H88I21001980001,Delegato di condominio non registrato,RCR-CI-L0,127432.74,155740.72,155740.72,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001980001
MC,POLLENZA,1104304100000173022018,MARCHE,CONTRADA MOLINO,Chiuso,H88I21000550001,,RCR-CI-L0,29377.25,29377.24,27165.83,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21000550001
MC,POLLENZA,1104304100001174482021,MARCHE,Contrada Rambona,Chiuso,H88I21001570008,,RCR-CI-RES,26661.84,25026.44,25026.44,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001570008
MC,POLLENZA,1104304100000369312019,MARCHE,C.DA RAMBONA POLLENZA,Aperto,H88I21001120008,Singolo Proprietario,RCR-CI-RES,232963.05,254844.25,163242.94,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001120008
MC,POLLENZA,1104304100000065282018,MARCHE,VIALE EUROPOA,Chiuso,H86B19000070008,,RCR-CI-L0,220253.65,206732.57,206732.57,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H86B19000070008
MC,POLLENZA,1104304100000785312020,MARCHE,C.DA RAMBONA,Chiuso,H89H20000140001,Singolo Proprietario,RCR-CI-RES,540578.83,582934.91,582934.91,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H89H20000140001
MC,POLLENZA,1104304100000353212019,MARCHE,Via Ospedale vecchio,Chiuso,H88I21000890008,,RCR-CI-L0,81599.78,88911.29,88911.29,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21000890008
MC,POLLENZA,1104304100000924232020,MARCHE,Contrada Piane di Chienti,Aperto,H88I21002470001,Delegato,RCR-CI-L0,107771.28,127476.47,68375.6,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21002470001
MC,POLLENZA,1104304100000865642020,MARCHE,VIA SAN FRANCESCO,Chiuso,H88I21000210008,,RCR-CI-L0,58691.69,53465.3,53465.3,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21000210008
MC,POLLENZA,1104304100000073862018,MARCHE,VIA XX SETTEMBRE,Chiuso,H86B19000060001,,RCR-CI-L0,116159.45,115212.53,115212.53,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H86B19000060001
MC,POLLENZA,1104304100000110942018,MARCHE,CONTRADA MOLINO,Chiuso,H85C20000280008,,RCR-CI-L0,200585.56,187202.55,187202.55,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H85C20000280008
MC,POLLENZA,1104304100000012642017,MARCHE,VIA MONS. MARINOZZI,Chiuso,H87J18000110008,,RCR-CI-L0,72887.4,67077.32,67077.32,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H87J18000110008
MC,POLLENZA,1104304100000984152020,MARCHE,CONTRADA MORICO,Chiuso,H88I21000310008,Delegato,RCR-CI-RES,202106.85,237011.59,237011.59,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21000310008
MC,POLLENZA,1104304100000037102018,MARCHE,via Rambona,Chiuso,H81G19000120008,,RCR-CI-L0,347227.75,340642.9,340642.9,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19000120008
MC,POLLENZA,1104304100000917642020,MARCHE,contrada Moglie,Chiuso,H88I21002480008,Singolo Proprietario,RCR-CI-L0,63142.56,59771.98,59771.98,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21002480008
MC,POLLENZA,1104304100000038972018,MARCHE,C.DA MORAZZANO,Chiuso,H86B18000290001,,RCR-CI-L0,121009.01,116323.62,116323.62,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H86B18000290001
MC,POLLENZA,1104304100000101232018,MARCHE,CONTRADA MORAZZANO,Chiuso,H81G19000610008,,RCR-CI-L0,164960.63,139484.68,139484.68,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19000610008
MC,POLLENZA,1104304100000087922018,MARCHE,CONTRADA RAMBONA,Chiuso,H81G19000550008,,RCR-CI-L0,143249.15,152269.37,152269.37,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19000550008
MC,POLLENZA,1104304100000124112018,MARCHE,CONTRADA MORAZZANO,Chiuso,H81G19000180008,,RCR-CI-L0,110543.48,99740.79,99740.79,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19000180008
MC,POLLENZA,1104304100000109772018,MARCHE,C.da Morazzano,Chiuso,H81G19001020008,,RCR-CI-L0,75646.51,47268.61,47268.61,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19001020008
MC,POLLENZA,1104304100000042262018,MARCHE,VIA G. LEOPARDI,Chiuso,H81G19000050008,,RCR-CI-L0,216899.35,213317.24,213317.24,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19000050008
MC,POLLENZA,1104304100000188512018,MARCHE,contrada Morazzano,Chiuso,H81G19000670008,Singolo Proprietario,RCR-CI-RES,571589.3,555712.69,555712.69,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19000670008
MC,POLLENZA,1104304100000537302020,MARCHE,via Padre Umberto Ciccioli,Chiuso,H88I21002330008,Delegato di condominio non registrato,RCR-CI-L0,272116.39,345948.83,345948.83,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21002330008
MC,POLLENZA,1104304100000214472019,MARCHE,XX Settembre FRATINI Maria Angela,Chiuso,H88I21001360008,Delegato di condominio non registrato,RCR-CI-L0,160122.46,103045.8,103045.8,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001360008
MC,POLLENZA,1104304100000408942019,MARCHE,via G.FAMMILUME,Chiuso,H81G20000410001,,RCR-CI-L0,173353.91,180904.4,180904.4,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G20000410001
MC,POLLENZA,1104304100000894982020,MARCHE,contrada Rambona,Chiuso,H89H21000210008,,RCR-CI-L0,166301.06,157121.26,157121.26,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H89H21000210008
MC,POLLENZA,1104304100000088132018,MARCHE,VIA morazzaano,Chiuso,H81G19000940001,,RCR-CI-L0,72960.02,70726.9,70726.9,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19000940001
MC,POLLENZA,1104304100000074112018,MARCHE,TRAVERSA FABIANI,Chiuso,H86B19000010001,,RCR-CI-L0,95407.03,91535.62,91535.62,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H86B19000010001
MC,POLLENZA,1104304100000929132020,MARCHE,Via Montale,Chiuso,H83E22000150001,Delegato,RCR-CI-L0,144803.16,128876.07,128876.07,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H83E22000150001
MC,POLLENZA,1104304100000737042020,MARCHE,CONTRADA MORAZZANO,Chiuso,H85C20000410001,,RCR-CI-L0,122654.05,121618.78,121618.78,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H85C20000410001
MC,POLLENZA,1104304100000900122020,MARCHE,VIA ROMA,Chiuso,H88I21000770008,,RCR-CI-L0,401421.18,429301.54,429301.54,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21000770008
MC,POLLENZA,1104304100001187742021,MARCHE,CONTRADA MORLA,Chiuso,H88I21001270008,Singolo Proprietario,RCR-CI-RES,2,598132.12,598132.12,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001270008
MC,POLLENZA,1104304100000465202019,MARCHE,C.DA CANTAGALLO,Aperto,H88I21002460001,Delegato,RCR-CI-RES,679191.97,687980.16,567219.43,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21002460001
MC,POLLENZA,1104304100000538162020,MARCHE,VIA RIONE SCALO,Chiuso,H88I22000180001,Delegato,RCR-CI-L0,117973.82,135919.28,135919.28,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I22000180001
MC,POLLENZA,1104304100000570762020,MARCHE,Via Roma,Chiuso,H89H21000480001,Singolo Proprietario,RCR-CI-RES,196345.91,196933.07,196933.07,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H89H21000480001
MC,POLLENZA,1104304100000143972018,MARCHE,VIA G.LEOPARDI,Chiuso,H81G20000070001,,RCR-CI-L0,67808.11,73823.52,73823.52,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G20000070001
MC,POLLENZA,1104304100000926832020,MARCHE,Rione Trebbio,Chiuso,H88I21001750001,Rappresentante legale,RCR-CI-L0,269350.18,281388.43,281388.43,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001750001
MC,POLLENZA,1104304100000936582020,MARCHE,VIA PASICRATE MENICHELLI,Aperto,H88I22000110001,Delegato di condominio non registrato,RCR-CI-L0,228269.14,263565.1,263565.1,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I22000110001
MC,POLLENZA,1104304100000909582020,MARCHE,via PIANE DI CHIENTI,Chiuso,H88I21001230001,,RCR-CI-L0,138020.69,165977.67,165977.67,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001230001
MC,POLLENZA,1104304100000001082017,MARCHE,C.da Palombarette,Chiuso,H83E18000010008,,RCR-CI-L0,91622.77,48657.4,44669.35,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H83E18000010008
MC,POLLENZA,1104304100000915442020,MARCHE,C.da Morazzano,Aperto,H88I21002210008,Singolo Proprietario,RCR-CI-L0,162823.63,169571.04,257854.52,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21002210008
MC,POLLENZA,1104304100000137692018,MARCHE,VIA FONTANGELA,Aperto,H81G20000370008,Singolo Proprietario,RCR-CI-RES,516893.7,424966.54,378317.25,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G20000370008
MC,POLLENZA,1104304100000034662017,MARCHE,via G. Leopardi,Chiuso,H86B19000190008,,RCR-CI-L0,60167.5,55766.76,55736.03,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H86B19000190008
MC,POLLENZA,1104304100000011762017,MARCHE,Contrada Rambona,Chiuso,H86B18000150008,,RCR-CI-L0,78213.19,75624.22,75624.22,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H86B18000150008
MC,POLLENZA,1104304100000904282020,MARCHE,VIA MONSIGNOR MARINOZZI,Chiuso,H89H21000170001,,RCR-CI-L0,104727.47,126370.17,126370.17,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H89H21000170001
MC,POLLENZA,1104304100000215922019,MARCHE,CONTRADA CAMPETELLA 40/BIS,Chiuso,H88I22000010008,,RCR-CI-L0,91916.43,111037.12,111037.12,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I22000010008
MC,POLLENZA,1104304100000895112020,MARCHE,cda Rambona,Aperto,H88I21001430001,Delegato di condominio non registrato,RCR-CI-RES,824740.44,802963.53,478060.85,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001430001
MC,POLLENZA,1104304100001223072021,MARCHE,CONTRADA SANTA LUCIA,Aperto,H83E22000020008,Delegato,RCR-CI-RES,413492.86,303073.58,197577.05,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H83E22000020008
MC,POLLENZA,1104304100000500262019,MARCHE,c.da Morla,Chiuso,H88I21001830008,Delegato,RCR-CI-RES,412417.94,312913.65,301067.28,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001830008
MC,POLLENZA,1104304100000002162017,MARCHE,contrada Cantagallo,Chiuso,H85C17000010001,,RCR-CI-L0,95256.86,86183.14,28716.87,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H85C17000010001
MC,POLLENZA,1104304100000074482018,MARCHE,VIA DANTE,Chiuso,H81G19000270008,,RCR-CI-L0,163226.25,117242.97,117242.97,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G19000270008
MC,POLLENZA,1104304100000819992020,MARCHE,Contrada Morazzano,Chiuso,H88I21000240008,,RCR-CI-L0,92091.19,96760.4,96760.4,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21000240008
MC,POLLENZA,1104304100000007452017,MARCHE,C.da MORAZZANO,Chiuso,H86B18000380008,,RCR-CI-L0,88287.54,102075.18,102075.18,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H86B18000380008
MC,POLLENZA,1104304100000114312018,MARCHE,C.da Morazzano,Chiuso,H81G20000020001,,RCR-CI-L0,81619.57,114411.95,114411.95,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H81G20000020001
MC,POLLENZA,1104304100000353862019,MARCHE,VIA OSPEDALE VECCHIO,Chiuso,H88I21001010008,Rappresentante legale,RCR-CI-L0,541925.88,588266.6,588266.6,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H88I21001010008
MC,POLLENZA,1104304100000933952020,MARCHE,via Olivieri,Chiuso,H89H21000420008,,RCR-CI-L0,95095.67,82626.71,82626.71,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H89H21000420008
MC,POLLENZA,1104304100000016382017,MARCHE,RIONE TREBBIO,Chiuso,H87J18000240008,,RCR-CI-RES,28245.42,27268.3,27268.3,no,39.5473,6216,043041,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H87J18000240008
MC,PORTO RECANATI,1104304200000215352019,MARCHE,VIA ANNIBAL CARO,Chiuso,H98I21000110001,,RCR-CI-L0,128119.8,130659.49,127484.7,no,17.3019,12466,043042,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21000110001
AN,SAN PAOLO DI IESI,1104204200000054422018,MARCHE,VIA PIANA,Chiuso,H75C20000640008,,RCR-CI-L0,27795.01,10785.1,9651.45,no,10.1118,893,042042,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H75C20000640008
AN,SAN PAOLO DI IESI,1104204200000202852019,MARCHE,VIA FOLLONICA,Chiuso,H75C20000150008,,RCR-CI-L0,66521.21,66425.85,66425.85,no,10.1118,893,042042,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H75C20000150008
