cup,cig,oggetto_gara,data_pubblicazione_gara,tipo_scelta_contraente,ente,aggiudicatario,cf_aggiudicatario,importo_base_asta,importo_aggiudicazione
I34J20000040001,B12AAAF03B,LAVORI DI SISTEMAZIONE ESTERNA E REALIZZAZIONE RECINZIONE PERIMETRALE RELATIVO ALLu00C2u0080u0099IMMOBILE DI PROPRIETAu00C2u0080u0099 COMUNALE DENOMINATO u00C2u0080u009CCASA DEL CUSTODEu00C2u0080u009D ANNESSO AL COMPLESSO DI VILLA SPADA,2024-04-10,AFFIDAMENTO DIRETTO,,,,8119.56,8119.56
I34J20000040001,Z402D80401,SERVIZIO DI PROGETTAZIONE STRUTTURALE DEFINITIVA ED ESECUTIVA DEI LAVORI DI RISTRUTTURAZIONE E RIPRISTINO CON MIGLIORAMENTO SISMICO DELL?IMMOBILE DI PROPRIETÀ COMUNALE DENOMINATO ?CASA DEL CUSTODE? ANNESSO AL COMPLESSO DI ?VILLA SPADA?,2020-07-01,AFFIDAMENTO DIRETTO,,,,30160.0,
I34J20000040001,Z5430CF197,"CONFERIMENTO DELL?INCARICO PER L?AFFIDAMENTO DEI SERVIZI DI COORDINAMENTO DELLA SICUREZZA IN ESECUZIONE E CONTABILITÀ DEI LAVORI  PER L? INTERVENTO DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELL? EDIFICIO DI PROPRIETÀ PUBBLICA, DESTINATO ALLA SODDISFAZIONE DELLE ESIGENZE ABITATIVE POST SISMA, UBICATO IN C.DA SAN MARCO, FACENTE PARTE DEL COMPLESSO DI VILLA SPADA DENOMINATO ?CASA DEL CUSTODE? IDENTIFICATO CATASTALMENTE AL FOGLIO 74 PARTICELLE 30 E 92?",2021-02-26,"AFFIDAMENTO DIRETTO PER LAVORI, SERVIZI O FORNITURE SUPPLEMENTARI",,,,25959.58,
I34J20000040001,Z7533A176D,COMPENSO COMMISSARI COMMISSIONE GIUDICATRICE APPALTO DEI LAVORI DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELL'IMMOBILE DI PROPRIETA' COMUNALE DENOMINATO CASA DEL CUSTODE ANNESSO AL COMPLESSO DI VILLA SPADA. ARCH. VAGNONI LUCA,2021-10-26,AFFIDAMENTO DIRETTO,,,,500.0,
I34J20000040001,Z972D80AC9,SERVIZIO DI PROGETTAZIONE IMPIANTISTICA DEFINITIVA ED ESECUTIVA RIGUARDANTE IL RECUPERO DELL?IMMOBILE DI PROPRIETÀ COMUNALE DENOMINATO ?CASA DEL CUSTODE? ANNESSO AL COMPLESSO DI ?VILLA SPADA?.,2020-07-01,AFFIDAMENTO DIRETTO,,,,8085.0,
I34J20000040001,ZB133A17E9,COMPENSO COMMISSARI COMMISSIONE GIUDICATRICE APPALTO DEI LAVORI DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELL'IMMOBILE DI PROPRIETA' COMUNALE DENOMINATO CASA DEL CUSTODE ANNESSO AL COMPLESSO DI VILLA SPADA. ARCH. BATTILA' VALENTINA,2021-10-26,AFFIDAMENTO DIRETTO,,,,500.0,
I34J20000040001,ZC735CC22E,"INCARICO PROFESSIONALE DI DIRETTORE OPERATIVO PARTE STRUTTURALE _LAVORI PER L'INTERVENTO DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELL'IMMOBILE DENOMINATO CASA DELCUSTODE ANNESSO AL COMPLESSO DI VILLA SPADA, DA DESTINARE AD ALLOGGI TEMPORANEI PER L'EMERGENZA ABITATIVA DEL SISMA 2016_(CUP): I34J20000040001_(CUI): L00138790431202000036",2022-03-29,AFFIDAMENTO DIRETTO,,,,10602.83,
I34J20000040001,ZD5388D449,"INCARICO DI SUPPORTO AL R.U.P. NTERVENTO DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELL'IMMOBILE DENOMINATO CASA DEL CUSTODE ANNESSO AL COMPLESSO DI VILLA SPADA, DA DESTINARE AD ALLOGGI TEMPORANEI PER L'EMERGENZA ABITATIVA DEL SISMA CUP: I34J20000040001",2022-11-11,AFFIDAMENTO DIRETTO,,,,4900.0,
I34J20000040001,ZD93682029,PROVE DI LABORATORIO SU MATERIALI AD USO STRUTTURALE-SOTTOMISSIONE DEI MATERIALI IN CONFORMITÀ DELLE NTC 2018- INTERVENTO DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELL'IMMOBILE DENOMINATO CASA DELCUSTODE,2022-05-20,AFFIDAMENTO DIRETTO,,,,3391.08,
I34J20000040001,ZE033A17D5,COMPENSO COMMISSARI COMMISSIONE GIUDICATRICE APPALTO DEI LAVORI DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELL'IMMOBILE DI PROPRIETA' COMUNALE DENOMINATO CASA DEL CUSTODE ANNESSO AL COMPLESSO DI VILLA SPADA. ING. ROBERTO MANTOVANI,2021-10-26,AFFIDAMENTO DIRETTO,,,,500.0,
I34J20000040001,ZF035FBC45,AFFIDAMENTO DIRETTO DELL?INCARICO DI COLLAUDO STATICO PER LAVORI DI  RISTRUTTURAZIONE E RIPRISTINO CON MIGLIORAMENTO SISMICO DELL?IMMOBILE DI PROPRIETÀ COMUNALE DENOMINATO ?CASA DEL CUSTODE?,2022-04-12,AFFIDAMENTO DIRETTO,,,,10175.51,
I35E17000000003,9905030156,SISMA 2016 O.C.S.R. N. 31 DEL 31/12/2021 - REALIZZAZIONE NUOVA SEDE ISTITUTO SCOLASTICO PSICO-SOCIO-PEDAGOGICO E. TREBBIANI DI ASCOLI PICENO,2023-06-28,PROCEDURA APERTA,,SAITEC COMPANY SRL,01140600444,8296359.91,6971079.17
I35E17000000003,Z3123E229C,INCARICO DI PROGETTAZIONE IMPIANTI TECNICI ? RELAZIONE EX LEGGE 10 ? RELAZIONE ACUSTICA? NELL?AMBITO DELL?OPERA PUBBLICA DENOMINATA ?REALIZZAZIONE DELLA NUOVA SEDE DELL?ISTITUTO SCOLASTICO PSICO-SOCIO-PEDAGOGICO ?E. TREBBIANI? DI ASCOLI PICENO,2018-06-05,AFFIDAMENTO DIRETTO,,,,15685.5,
I35E17000000003,Z4821FEB07,INDAGINI GEOGNOSTICHE E SISMICHE NELL'AMBITO DELLA REALIZZAZIONE DELLA NUOVA SEDE DELL'ISTITUTO SCOLASTICO PSICO-SOCIO-PEDAGOGICO E. TREBBIANI DI ASCOLI PICENO,2018-02-01,AFFIDAMENTO DIRETTO,,,,1452.5,
I35E17000000003,Z523BA7FF9,SISMA 2016 O.C.S.R. N. 31 DEL 31/12/2021 - REALIZZAZIONE NUOVA SEDE ISTITUTO SCOLASTICO PSICO-SOCIO-PEDAGOGICO E. TREBBIANI DI ASCOLI PICENO ? DETERMINA A CONTRARRE PER AFFIDAMENTO SERVIZIO PUBBLICAZIONE BANDO ED ESITO DI GARA A PROCEDURA APERTA AI SENSI DELL?ART. 60 DEL D.LGS. 50/2016 E SS.MM.II. SOPRA SOGLIA COMUNITARIA,2023-06-22,AFFIDAMENTO DIRETTO,,,,1500.0,
I35E17000000003,Z91230D9BF,REALIZZAZIONE DELLA NUOVA SEDE DELL'ISTITUTO SCOLASTICO PSICO-SOCIO-PEDAGOGICO E. TREBBIANI DI ASCOLI PICENO - VERIFICA PREVENTIVA DI INTERESSE ARCHEOLOGICO,2018-04-05,AFFIDAMENTO DIRETTO,,,,2700.0,
I35E17000000003,Z992D6C7C5,REALIZZAZIONE NUOVA SEDE ISTITUTO SCOLASTICO PSICO-SOCIO-PEDAGOGICO E. TREBBIANI DI ASCOLI PICENO - SERVIZIO DI INGEGNERIA E ARCHITETTURA PER ESPLETAMENTO ATTIVITA' DI VERIFICA PROGETTO ESECUTIVO EX ART. 26 D.LGS. 50/2016,2020-06-24,AFFIDAMENTO DIRETTO,,,,9800.0,
I35E17000000003,ZD3211B1C6,SERVIZIO DI REDAZIONE DELLA RELAZIONE DELL?INDAGINE ARCHEOLOGICA PRELIMINARE RELATIVA AI LAVORI DI REALIZZAZIONE DELLA NUOVA SEDE DELL?ISTITUTO SCOLASTICO PSICO-SOCIO-PEDAGOGICO ?E. TREBBIANI? DI ASCOLI PICENO,2017-12-04,AFFIDAMENTO DIRETTO,,,,1000.0,
I35E17000000003,ZEA21FEA92,SERVIZIO DI CARATTERIZZAZIONE TERRE E ROCCE DA SCAVO NELLAMBITO DELLA REALIZZAZIONE DELLA NUOVA SEDE DELLISTITUTO SCOLASTICO PSICO-SOCIO-PEDAGOGICO E. TREBBIANI DI ASCOLI PICENO,2018-02-01,AFFIDAMENTO DIRETTO,,,,900.0,
I35E17000000003,ZF123E08E7,LAVORI DI SCAVO PER ASSISTENZA AL SERVIZIO DI CARATTERIZZAZIONE TERRE E ROCCE E AL SERVIZIO DI VERIFICA PREVENTIVA DI INTERESSE ARCHEOLOGICO NELL?AMBITO DEL PROGETTO DENOMINATO ?REALIZZAZIONE DELLA NUOVA SEDE DELL?ISTITUTO SCOLASTICO PSICO-SOCIO-PEDAGOGICO ?E. TREBBIANI? DI ASCOLI PICENO?,2018-06-05,AFFIDAMENTO DIRETTO,,,,4800.0,
I35F21002830002,B466FC5B19,"PROGETTAZIONE DI FATTBILITA' TECNICO ECONOMICA (P.F.T.E.), PROGETTAZIONE ESECUTIVA E COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE, CON RISERVA DI AFFIDAMENTO PER LA DIREZIONE LAVORI, CONTABILITA' E COORDINAMENTO DELLA SICUREZZA IN FASE DO ESECUZIONE RELATIVAMENTE ALL'INTERVENTO DI CONSOLIDAMENTO TRATTI DI MURA CASTELLANE",2024-11-25,AFFIDAMENTO DIRETTO,,,,111163.9,111163.9
I35F21002830002,B487EC827D,AFFIDAMENTO DIRETTO SERVIZIO DI ESEGUZIONE INDAGINI STRUTTURALI E GEOGNOSTICHE E STUDI GEOLOGICI FINALIZZATI ALLA STESURA DI RELAZIONE GEOLOGICA RELATIVAMENTE ALL'INTERVENTO DI CONSOLIDAMENTO TRATTI DI MURA,2024-12-02,AFFIDAMENTO DIRETTO,,,,21564.15,21564.15
I35F21002830002,B4EDF40A5F,SERVIZIO DI ASSISTENZA ARCHEOLOGICA RELATIVAMENTE ALL'INTERVENTO DI CONSOLIDAMENTO TRATTI DI MURA CASTELLANE,2024-12-19,AFFIDAMENTO DIRETTO,,ABACO SOCIETA' COOPERATIVA,01926770445,500.0,500.0
I35F21002830002,B65B36CDBF,COPERTURA ASSICURATIVA IN FAVORE DI DIPENDENTI INTERNI ALLA STAZIONE APPALTANTE INCARICATI DELL'ESPLETAMENTO DELLA VERIFICA DELLA PROGETTAZIONE,2025-04-04,AFFIDAMENTO DIRETTO,,CENTRALE SPA,04912620152,300.0,300.0
I35F21002830002,BAFAAD6D3D,"SISMA 2016. ORDINANZA SPECIALE C.S.R. N. 83 DEL 2024. AFFIDAMENTO DIRETTO SERVIZIO DI DIREZIONE LAVORI, CONTABILITA' E COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVAMENTE ALL'INTERVENTO DI CONSOLIDAMENTO TRATTI DI MURA CASTELLANE",2026-03-25,AFFIDAMENTO DIRETTO,,,,89430.58,
I35F21002830002,BB4E53EA1D,"SISMA 2016, ORDINANZA SPECIALE C.S.R. N. 83/2024. INTERVENTO DI CONSOLIDAMENTO E RESTAURO TRATTI MURA CASTELLANE NEL COMUNE DI TREIA. AFFIDAMENTO DIRETTO DEI LAVORI AI SENSI DELL'ART. 5, COMMA 1, LETTERA B, DELL O.S. N. 83/2024",2026-04-20,AFFIDAMENTO DIRETTO,,,,524939.08,
I35F21002830002,BBC978DD55,SERVIZIO DI ASSISTENZA ARCHEOLOGICA AI SENSI DELL'ART. 21 D.LGS. 42/2004 ALLE ATTIVITA' DI SCAVO RELATIVE AI LAVORI PER L'INTERVENTO DI CONSOLIDAMENTO TRATTI DI MURA CASTELLANE DANNEGGIATI DAL SISMA 2016 - ORDINANZA SPECIALE N. 83 DEL 25/07/2024,2026-05-25,AFFIDAMENTO DIRETTO,,,,1250.0,1250.0
I35F21002830002,BC11B34A01,"AFFIDAMENTO DIRETTO SERVIZIO DI ESECUZIONE DI PROVE E CONTROLLI DI LABORATORIO SUI MATERIALI DA COSTRUZIONE E SULLE OPERE STRUTTURALI, NELL'AMBITO DEI LAVORI DI INTERVENTO DI CONSOLIDAMENTO TRATTI DI MURA CASTELLANE DANNEGGIATI DAGLI EVENTI SISMICI DEL 2016",2026-06-17,AFFIDAMENTO DIRETTO,,,,3082.5,3082.5
I35F22001610001,B0333ADC9B,"CUC P/C COMUNE DI TREIA: PROCEDURA NEGOZIATA PER L'AFFIDAMENTO DEI LAVORI DENOMINATI MANUTENZIONE STRAORDINARIA STRADA COMUNALE S.M. IN PATERNO, A SEGUITO DEI DANNI CAUSATI DAGLI ECCEZIONALI EVENTI METEOROLOGICI VERIFICATISI NELLA SECONDA DECADE DI GENNAIO 2017 DI CUI AL DECRETO DEL COMMISSARIO STRAORDINARIO PER LA RICOSTRUZIONE SISMA 2016 N. 35 DEL 30/01/2023 - APPROVAZIONE DEL PIANO PER LE OPERE PUBBLICHE EX ART. 5 C. 2 O.C.S. N. 120/2021",2024-02-01,PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,,,,556277.0,
I35F22001610001,B04F67F3F6,"CUC P/C COMUNE DI TREIA: PROCEDURA NEGOZIATA PER L'AFFIDAMENTO DEI LAVORI DENOMINATI MANUTENZIONE STRAORDINARIA STRADA COMUNALE S.M. IN PATERNO, A SEGUITO DEI DANNI CAUSATI DAGLI ECCEZIONALI EVENTI METEOROLOGICI VERIFICATISI NELLA SECONDA DECADE DI GENNAIO 2017 DI CUI AL DECRETO DEL COMMISSARIO STRAORDINARIO PER LA RICOSTRUZIONE SISMA 2016 N. 35 DEL 30/01/2023 - APPROVAZIONE DEL PIANO PER LE OPERE PUBBLICHE EX ART. 5 C. 2 O.C.S. N. 120/2021",2024-02-08,PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE,,,,556277.0,527906.87
I35F22001610001,B624247906,"ORDINANZA DEL COMMISSARIO STRAORDINARIO PER LA RICOSTRUZIONE SISMA 2016 N. 120/2021. DECRETO DEL COMMISSARIO STRAORDINARIO PER LA RICOSTRUZIONE SISMA 2016 N. 35 DEL 30/01/2023 - APPROVAZIONE DEL PIANO PER LE OPERE PUBBLICHE EX ART. 5 C. 2 O.C.S. N. 120/2021. MANUTENZIONE STRAORDINARIA STRADA COMUNALE S.M. IN PATERNO, A SEGUITO DEI DANNI CAUSATI DAGLI ECCEZIONALI EVENTI METEOROLOGICI VERIFICATISI NELLA SECONDA DECADE DI GENNAIO 2017. REALIZZAZIONE SEGNALETICA STRADALE.",2025-03-21,AFFIDAMENTO DIRETTO,,,,7176.33,7176.33
I35I22000080006,A004D97848,"OCSR 137/2023 _ RIPARAZIONE DANNI SISMA, RECUPERO, RIFUNZIONALIZZAZIONE IMMOBILE VIA TOMMASO RUBEI N.12/C CUP: I35I22000080006 _ SERVIZI TECNICI DI INGEGNERIA E ARCHITETTURA INERENTI LA PROGETTAZIONE DI FATTIBILITA' TECNICO-ECONOMICA, ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE ED ESECUZIONE, DL, CONTABILITA' E CERTIFICATO DI REGOLARE ESECUZIONE",2023-09-01,AFFIDAMENTO DIRETTO,,,,212415.01,
I35I22000080006,Z533C3176F,"OCSR 137/2023 _ RIPARAZIONE DANNI SISMA, RECUPERO, RIFUNZIONALIZZAZIONE IMMOBILE VIA TOMMASO RUBEI N.12/C CUP: I35I22000080006 _ SERVIZI GEOLOGICI",2023-08-11,AFFIDAMENTO DIRETTO,,,,9582.85,
I35I22000080006,Z713C9132B,"INDAGINI E PROVE GEOGNOSTICHE RELATIVE ALL?INTERVENTO DENOMINATO ?RIPARAZIONE DANNI SISMA, RECUPERO, RIFUNZIONALIZZAZIONE IMMOBILE VIA TOMMASO RUBEI N.12/C",2023-09-23,AFFIDAMENTO DIRETTO,,,,3254.57,
I35I22000080006,ZD73D91F5F,RIQUALIFICAZIONE E RIFUNZIONALIZZAZIONE IMMOBILE VIA TOMMASO RUBEI 12/C- INDAGINI,2023-12-02,AFFIDAMENTO DIRETTO,,,,8416.95,
I36E17000030001,7460426A49,INCARICO DI PROGETTAZIONE DI FATTIBILITu00C0 TECNICA ED ECONOMICA E DEFINITIVA DELL'INTERVENTO DI RIPARAZIONE CON MIGLIORAMENTO SISMICO DELLA 'SCUOLA MATERNA ED ELEMENTARE DI CARBONESCA - GUBBIO (PG)',2018-04-23,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,EXUP S.R.L.,03065390548,95640.68,52391.97
I36E17000030001,7460426A49,INCARICO DI PROGETTAZIONE DI FATTIBILITu00C0 TECNICA ED ECONOMICA E DEFINITIVA DELL'INTERVENTO DI RIPARAZIONE CON MIGLIORAMENTO SISMICO DELLA 'SCUOLA MATERNA ED ELEMENTARE DI CARBONESCA - GUBBIO (PG)',2018-04-23,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,GIORDANO RAG ATTILIO SRL,99999999999,95640.68,52391.97
I36E17000030001,76628553FD,"EVENTI SISMICI 2016. ORDINANZA DEL COMMISSARIO STRAORDINARIO N. 33/2017. INTERVENTO DI RIPARAZIONE CON MIGLIORAMENTO SISMICO DELLA 'SCUOLA MATERNA ED ELEMENTARE DI CARBONESCA - GUBBIO (PG)'. N.T.C. 2018, ESECUZIONE APPROFONDIMENTI SULLA CONOSCENZA DELLE STRUTTURE, FINALIZZATI AL PROGETTO.",2018-10-19,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,,20917.9,
I36E17000030001,82795726F4,"MIGLIORAMENTO SISMICO DELLA SCUOLA MATERNA ED ELEMENTARE DI CARBONESCA, GUBBIO (PG)",2020-05-28,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,IMPRESA EDILE GEOM. SANTILLO LUCIANO & C. S.N.C. DI SANTILLO LUIGI,00798950705,471327.97,393170.7
I36E17000030001,8595012C45,"SISMA 24.08.2016 E SUCCESSIVI: PROGRAMMA STRAORDINARIO PER LA RIAPERTURA DELLE SCUOLE DANNEGGIATE DAGLI EVENTI SISMICI DI CUI ALL'ORDINANZA COMMISSARIALE N.33/2017. ESECUZIONE DI 'PULIZIA, IGIENIZZAZIONE, DISINFEZIONE E SMALTIMENTO GUANO' QUALI SERVIZI PROPEDEUTICI ALLA SUCCESSIVA REALIZZAZIONE DEI LAVORI DI MIGLIORAMENTO SISMICO DELLA SCUOLA MATERNA ED ELEMENTARE IN LOCALITÀ CARBONESCA - GUBBIO (PG).",2021-01-13,AFFIDAMENTO DIRETTO,,,,4992.05,
I36E17000030001,B5658FEF7D,ACQUISTO N. 2 HARD DISK WD DESK RED PRO 8TB 3.5 SATA 256MB,2025-01-29,AFFIDAMENTO DIRETTO,,TECNO OFFICE GLOBAL S.R.L.,01641800550,489.88,489.88
I37B18000350001,B5BD7EA6D6,O.C.S.R. 31/2021 - LAVORI IMPREVISTI NELL'AMBITO DELL'INTERVENTO: ADEGUAMENTO SISMICO I.T.C.G. UMBERTO I DI ASCOLI PICENO,2025-02-21,AFFIDAMENTO DIRETTO,,,,25720.67,25720.67
I37B18000350001,B98F0FC23F,LAVORI IMPREVISTI RELATIVI ALL'ADEGUAMENTO SISMICO DELL'ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI UMBERTO I DI ASCOLI PICENO (AP),2025-12-12,AFFIDAMENTO DIRETTO,,,,13160.0,13160.0
I37B18000350001,BB9E7D35AF,SERVIZIO TECNICO DI RILIEVI CON LASER SCANNER E DRONE PRESSO L'ISTITUTO TECNICO COMMERCIALE E I GEOMETRI UMBERTO 1u00B0 DI ASCOLI PICENO,2026-05-13,AFFIDAMENTO DIRETTO,,,,14850.0,14850.0
I37B18000350001,Z082E7303C,SERVIZIO DI PROGETTAZIONE STRUTTURALE ESECUTIVA PER LAVORI DI ADEGUAMENTO SISMICO DELL?ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ?UMBERTO I? DI ASCOLI PICENO (AP),2020-09-24,AFFIDAMENTO DIRETTO,,,,39275.87,
I37B18000350001,Z212E7330D,"INCARICO PROFESSIONALE PER LA REDAZIONE DELLA RELAZIONE GEOLOGICA E DEFINIZIONE DEL MODELLO GEOTECNICO E SISMICO, PER LAVORI DI ADEGUAMENTO SISMICO DELL?ISTUTITO TECNICO COMMERCIALE E PER GEOMETRI ?I.T.C.G. ? UMBERTO I? DI ASCOLI PICENO (AP)",2020-09-24,AFFIDAMENTO DIRETTO,,,,8032.7,
I37B18000350001,Z7C3521407,SERVIZIO DI VERIFICA DEL PROGETTO ESECUTIVO RELATIVO AI LAVORI DI ADEGUAMENTO SISMICO DELL?ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ?UMBERTO I? DI ASCOLI PICENO (AP),2022-02-08,AFFIDAMENTO DIRETTO,,,,36903.99,
I37B18000350001,ZCA2ED1C5D,"LAVORI DI INDAGINI GEOGNOSTICHE, GEOTECNICHE E GEOFISICHE DELL?ISTITUTO TECNICO COMMERCIALE PER GEOMETRI ?UMBERTO I? ? VIA DELLE TORRI (AP)",2020-10-19,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,,,3804.03,
I37B18000360001,A0704F3482,ADEGUAMENTO SISMICO ED EFFICIENTAMENTO ENERGETICO LICEO SCIENTIFICO ORISINI DI ASCOLI PICENO (CORPO A EDIFICI 2-3)-ADESIONE ALL'ACCORDO QUADRO,2024-03-08,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,CONTECO CHECK SRL,11203280158,12609.77,12609.77
I37B18000360001,B5495BBAE6,"PROGETTAZIONE,DL,CSP,CSE RELATIVAMENTE ALL'INTERVENTO DI ADEGUAMENTO SISMICO ED EFFICIENTAMENTO ENERGETICO DEL LICEO SCIENTIFICO CORPO A (EDIFICI 2-3)",2025-01-21,AFFIDAMENTO DIRETTO,,MASTELLONE DI CASTELVETERE ENGINEERING SRL,09109161217,182888.16,182888.16
I37B18000360001,Z1832B09A1,"INCARICO PROFESSIONALE PER LA REDAZIONE DELLA RELAZIONE GEOLOGICA E DEFINIZIONE DEL MODELLO GEOTECNICO E SISMICO, PER LAVORI DI ADEGUAMENTO SISMICO DEL LICEO SCIENTIFICO STATALE ?A.ORSINI? DI ASCOLI PICENO",2021-08-04,AFFIDAMENTO DIRETTO,,,,6251.2,
I37B18000360001,Z213346E34,"LAVORI DI INDAGINI GEOGNOSTICHE, GEOFISICHE E PROVE DI LABORATORIO GEOTECNICO DEL LICEO SCIENTIFICO STATALE A.ORSINI DI ASCOLI PICENO (AP)",2021-10-01,AFFIDAMENTO DIRETTO,,,,12672.26,
I37B18000360001,Z733304010,"LAVORI DI INDAGINI GEOGNOSTICHE, GEOTECNICHE E GEOFISICHE DEL LICEO SCIENTIFICO STATALE ?A.ORSINI? ? VIA FALERIA (AP)",2021-09-13,AFFIDAMENTO DIRETTO,,,,12672.26,
I37H20003000005,8760012E93,"AFFIDAMENTO DEI SERVIZI TECNICI DI INGEGNERIA E ARCHITETTURA RELATIVI ALL'INTERVENTO DI LAVORI DI RIPARAZIONE BELVEDERE, VIA BRAMANTE.",2021-05-18,AFFIDAMENTO DIRETTO,,BRASILI ROBERTO,01951710449,29908.92,20936.24
I37H20003000005,9509175374,LAVORI DI RIPARAZIONE BELVEDERE VIALE BRAMANTE OCSR 109/2020 (EX O.C.S.R N.56/2018) _ ID 3125,2022-11-25,AFFIDAMENTO DIRETTO,,ITALTOTO S.R.L.,03031900644,127325.23,127312.88
I37H20003000005,Z52313A9C6,"AFFIDAMENTO INCARICO PROFESSIONALE PER REDAZIONE RELAZIONE GEOLOGICA PER LAVORI DI RIPARAZIONE BELVEDERE, VIA BRAMANTE",2021-04-02,AFFIDAMENTO DIRETTO,,,,2278.04,
I37H20003000005,ZD13B0908D,LAVORO DI RIPRISTINO ILLUMINAZIONE PUBBLICA PRESSO PIAZZA BORGO ITALIA,2023-05-05,AFFIDAMENTO DIRETTO,,,,655.48,
I38E18000300001,Z462ECB03B,"LAVORI DI INDAGINI GEOGNOSTICHE, GEOFISICHE E PROVE DI LABORATORIO GEOTECNICO DELL?ISTITUTO DI ISTRUZIONE SUPERIORE I.P.S.I.A. ? VIA DINO ANGELINI (AP)",2020-10-16,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,,,5774.16,
I38E18000300001,Z722E67A01,SERVIZIO DI PROGETTAZIONE STRUTTURALE ESECUTIVA NELL'AMBITO DEI LAVORI DI ADEGUAMENTO SISMICO DI UNA PORZIONE (ALA SUD) DELL?ISTITUTO DI ISTRUZIONE SUPERIORE I.P.S.I.A. ?G.SACCONI? DI ASCOLI PICENO,2020-09-22,AFFIDAMENTO DIRETTO,,,,36090.63,
I38E18000300001,ZCE35B1B86,SERVIZIO DI VERIFICA DEL PROGETTO ESECUTIVO RELATIVO AI LAVORI DI ADEGUAMENTO SISMICO DI UNA PORZIONE DELL?ISTITUTO DI ISTRUZIONE SUPERIORE I.P.S.I.A. ?G.SACCONI? DI ASCOLI PICENO (AP),2022-03-22,AFFIDAMENTO DIRETTO,,,,21818.32,
I38E18000300001,ZEE2E6A440,INCARICO PROFESSIONALE PER LA REDAZIONE DELLA RELAZIONE GEOLOGICA E DEFINIZIONE DEL MODELLO GEOTECNICO E SISMICO PER LAVORI DI ADEGUAMENTO SISMICO DI UNA PORZIONE (ALA SUD) DELL?ISTITUTO DI ISTRUZIONE SUPERIORE I.P.S.I.A. ?G.SACCONI? DI ASCOLI PICENO (AP),2020-09-22,AFFIDAMENTO DIRETTO,,,,6309.49,
I38E18000310001,B7E92EACAB,SERVIZIO DI VERIFICA DEL PROGETTO ESECUTIVO RELATIVO AI LAVORI DI ADEGUAMENTO SISMICO DELL'ISTITUTO PER I SERVIZI COMMERCIALI E TURISTICI A.CECI DI ASCOLI PICENO,2025-08-07,AFFIDAMENTO DIRETTO,,,,23784.68,23784.68
I38E18000310001,ZA72E77590,SERVIZIO DI PROGETTAZIONE STRUTTURALE ESECUTIVA PER LAVORI DI ADEGUAMENTO SISMICO DELL?ISTITUTO PER I SERVIZI COMMERCIALI E TURISTICI ?A.CECI? DI ASCOLI PICENO,2020-09-25,AFFIDAMENTO DIRETTO,,,,34812.39,
I38E18000340001,9656818250,LAVORI DI ADEGUAMENTO SISMICO DELLA SCUOLA REGIONALE DI FORMAZIONE - SUCCURSALE I.P.S.I.A. DI ASCOLI PICENO,2023-03-21,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,FIMAV SRL,00252310677,1106251.28,917391.49
I38E18000340001,B4E67E6C69,RINNOVO ANNUALE CONTRATTO CALCOLO STRUTTURALE CDS WIN,2024-12-18,AFFIDAMENTO DIRETTO,,SELDA S.R.L.,00354060444,770.0,770.0
I38E18000340001,Z0A2E2B0B9,SERVIZIO DI PROGETTAZIONE STRUTTURALE ESECUTIVA PER LAVORI DI ADEGUAMENTO SISMICO DELLA SCUOLA REGIONALE DI FORMAZIONE - SUCCURSALE I.P.S.I.A. VIA CAGLIARI ASCOLI PICENO,2020-09-04,AFFIDAMENTO DIRETTO,,,,23368.41,
