CUP,CIG,CIG_Accordo_Quadro
I24D22001690006,NULL,NULL
I24D22001740006,NULL,NULL
I24D22002980006,NULL,NULL
I24D22003030006,996238435A,NULL
I24D22003040006,9962526887,NULL
I24D22003100006,9977926D01,NULL
I24H22000220006,NULL,NULL
I24H22000220006,9966262394,NULL
I24H22000260001,Z013D6D14C,NULL
I24J23000130007,9740058621,NULL
I29J21003250001,NULL,NULL
I29J21003260001,NULL,NULL
I29J21003370001,NULL,NULL
I29J21003450001,NULL,NULL
I29J21003460001,NULL,NULL
I29J21003590001,NULL,NULL
I29J21015610001,NULL,NULL
I31H22000010008,NULL,NULL
I33C22008440007,NULL,NULL
I33D21000450001,NULL,NULL
I33D21002060001,NULL,NULL
I34D22001720006,NULL,NULL
I34D22001730006,NULL,NULL
I34D22001760006,NULL,NULL
I34D22001770006,NULL,NULL
I34D22001790006,NULL,NULL
I34D22001850006,NULL,NULL
I34D22001870006,NULL,NULL
I34D22001890006,NULL,NULL
I34D22001930006,NULL,NULL
I34D22001950006,NULL,NULL
I34D22001960006,NULL,NULL
I34D22002010006,NULL,NULL
I34D22002030006,NULL,NULL
I34D22002040006,NULL,NULL
I34D22002060006,NULL,NULL
I34D22002070006,NULL,NULL
I34D22002080006,NULL,NULL
I34D22002090006,NULL,NULL
I34D22002120006,NULL,NULL
I34D22002140006,NULL,NULL
I34D22002150006,NULL,NULL
I34D22002160006,NULL,NULL
I34D22002170006,NULL,NULL
I34D22002200006,NULL,NULL
I34D22002210006,NULL,NULL
I34D22002220006,NULL,NULL
I34D22002260006,NULL,NULL
I34D22002290006,NULL,NULL
I34D22002320006,NULL,NULL
I34D22002330006,NULL,NULL
I34D22002370006,NULL,NULL
I34D22002380006,NULL,NULL
I34D22002490006,NULL,NULL
I34D22002530006,NULL,NULL
I34D22002540006,NULL,NULL
I34D22002580006,NULL,NULL
I34D22002590006,NULL,NULL
I34D22002670006,NULL,NULL
I34D22002710006,A032B93C43,NULL
I34D22002720006,NULL,NULL
I34D22002830006,NULL,NULL
I34D22002870006,NULL,NULL
I34D22002950006,NULL,NULL
I34D22002960006,NULL,NULL
I34D22003340006,NULL,NULL
I34D22003350006,NULL,NULL
I34D22003860006,9962855807,NULL
I34D22004410006,99851939ED,NULL
I34D22004410006,9985058A85,NULL
I34D23000530001,9996406F2E,NULL
I34H23000130006,NULL,NULL
I34J23000300006,974350310A,NULL
I34J23000330006,9749415FC2,NULL
I35F20000300006,NULL,NULL
I39I23000570006,NULL,NULL
I39J21004310001,NULL,NULL
I39J21004340001,NULL,NULL
I39J21004390001,NULL,NULL
I39J21004420001,NULL,NULL
I39J21004460001,NULL,NULL
I39J21004570001,NULL,NULL
I39J21004590001,NULL,NULL
I39J21004690001,NULL,NULL
I39J21004720001,NULL,NULL
I39J21004800001,NULL,NULL
I39J21005070001,NULL,NULL
I39J21005080001,NULL,NULL
I39J21005400001,NULL,NULL
I39J21006120001,NULL,NULL
I39J21015980001,NULL,NULL
I39J21016340001,NULL,NULL
I39J21016810001,NULL,NULL
I39J21018260001,NULL,NULL
I41D21000100005,NULL,NULL
I43C22000520001,NULL,NULL
I43C22000530006,NULL,NULL
I43C22000550006,NULL,NULL
I43C22000570001,NULL,NULL
I44C22001410005,NULL,NULL
I44D22001050006,NULL,NULL
I44D22001060006,NULL,NULL
I44D22001090006,NULL,NULL
I44D22001100006,NULL,NULL
I44D22001130006,NULL,NULL
I44D22001160006,NULL,NULL
I44D22001170006,NULL,NULL
I44D22001190006,NULL,NULL
I44D22001200006,NULL,NULL
I44D22001210006,NULL,NULL
I44D22001220006,NULL,NULL
I44D22001270006,NULL,NULL
I44D22001280006,NULL,NULL
I44D22001290006,NULL,NULL
I44D22001300006,NULL,NULL
I44D22001330006,NULL,NULL
I44D22001370006,NULL,NULL
I44D22001410006,NULL,NULL
I44D22001440006,NULL,NULL
I44D22001490006,NULL,NULL
I44D22001500006,NULL,NULL
I44D22001530006,NULL,NULL
I44D22001560006,NULL,NULL
I44D22001580006,NULL,NULL
I44D22001620006,NULL,NULL
I44D22001630006,NULL,NULL
I44D22001640006,NULL,NULL
I44D22001650006,NULL,NULL
I44D22001660006,NULL,NULL
I44D22001670006,NULL,NULL
I44D22001690006,NULL,NULL
I44D22001730006,NULL,NULL
I44D22001740006,NULL,NULL
I44D22001750006,NULL,NULL
I44D22001760006,NULL,NULL
I44D22001810006,NULL,NULL
I44D22001840006,NULL,NULL
I44D22001870006,NULL,NULL
I44D22001880006,NULL,NULL
I44D22001920006,NULL,NULL
I44D22001990006,NULL,NULL
I44D22002080006,NULL,NULL
I45I22000040001,NULL,NULL
I47G22000290001,NULL,NULL
I49J21003700001,NULL,NULL
I49J21003730001,NULL,NULL
I49J21003760001,NULL,NULL
I49J21003790001,NULL,NULL
I49J21003890001,NULL,NULL
I49J21003990001,NULL,NULL
I49J21004090001,NULL,NULL
I49J21004350001,NULL,NULL
I49J21004360001,9312394E9F,NULL
I49J21004690001,NULL,NULL
I49J21015190001,NULL,NULL
I49J21015460001,NULL,NULL
I49J21015490001,NULL,NULL
I49J21015510001,9981398E30,NULL
I49J21015820001,NULL,NULL
I49J21016530002,NULL,NULL
I51C22001510006,NULL,NULL
I51E20000390001,NULL,NULL
I53I23000090006,NULL,NULL
I54D22001760006,NULL,NULL
I54D22001780006,NULL,NULL
I54D22001790006,NULL,NULL
I54D22001800006,NULL,NULL
I54D22001810006,NULL,NULL
I54D22001840006,NULL,NULL
I54D22001850006,NULL,NULL
I54D22001860006,NULL,NULL
I54D22001870006,NULL,NULL
I54D22001900006,NULL,NULL
I54D22001920006,NULL,NULL
I54D22001940006,NULL,NULL
I54D22001950006,NULL,NULL
I54D22001960006,NULL,NULL
I54D22001970006,NULL,NULL
I54D22002000006,NULL,NULL
I54D22002030006,NULL,NULL
I54D22002040006,NULL,NULL
I54D22002050006,NULL,NULL
I54D22002080006,NULL,NULL
I54D22002090006,NULL,NULL
I54D22002100006,NULL,NULL
I54D22002110006,NULL,NULL
I54D22002180006,NULL,NULL
I54D22002190006,NULL,NULL
I54D22002210006,NULL,NULL
I54D22002280006,NULL,NULL
I54D22002300006,NULL,NULL
I54D22002330006,NULL,NULL
I54D22002360006,NULL,NULL
I54D22002390006,NULL,NULL
I54D22002420006,NULL,NULL
I54D22002450006,NULL,NULL
I54D22002460006,NULL,NULL
I54D22002470006,NULL,NULL
I54D22002500006,NULL,NULL
I54D22002510006,NULL,NULL
I54D22003560006,NULL,NULL
I54F24000010006,NULL,NULL
I54H22000180001,A04721E50C,7668524A30
I54H22000950006,NULL,NULL
I55B23000030006,9739682FD5,NULL
I55F22000550004,NULL,NULL
I55I22000610001,NULL,NULL
I56F22000020004,NULL,NULL
I56G22000200004,NULL,NULL
I56G22000210004,NULL,NULL
I56G22000220004,NULL,NULL
I57H22001200004,NULL,NULL
I57H22001450006,9510118DA1,NULL
I58J22000010001,NULL,NULL
I59J20002860002,83563359C8,77120790EC
I59J21003900001,NULL,NULL
I59J21003910001,NULL,NULL
I59J21004030001,NULL,NULL
I59J21017940001,NULL,NULL
I59J21018260001,NULL,NULL
I61B22000220006,NULL,NULL
I61C23000670006,NULL,NULL
I61F22003280006,NULL,NULL
I61J22000430006,NULL,NULL
I61J23000020006,NULL,NULL
I63C22000730007,NULL,NULL
I63D21001650001,NULL,NULL
I64D21000170006,NULL,NULL
I64D22001520006,NULL,NULL
I64D22001530006,NULL,NULL
I64D22001540006,NULL,NULL
I64D22001560006,NULL,NULL
I64D22001590006,NULL,NULL
I64D22001650006,NULL,NULL
I64D22001690006,NULL,NULL
I64D22001750006,NULL,NULL
I64D22001760006,NULL,NULL
I64D22001840006,NULL,NULL
I64D22001850006,NULL,NULL
I64D22001880006,NULL,NULL
I64D22001890006,NULL,NULL
I64D22001900006,NULL,NULL
I64D22001910006,NULL,NULL
I64D22001950006,NULL,NULL
I64D22001960006,NULL,NULL
I64D22001970006,NULL,NULL
I64D22001980006,NULL,NULL
I64D22002060006,NULL,NULL
I64D22002130006,NULL,NULL
I64D22002160006,NULL,NULL
I64D22002220006,NULL,NULL
I64D22002290006,NULL,NULL
I64D22002370006,NULL,NULL
I64D22002450006,NULL,NULL
I64D22003850006,NULL,NULL
I64D22003850006,9997681B59,NULL
I64E21025920006,NULL,NULL
I64E21027320006,NULL,NULL
I64E22000630006,NULL,NULL
I64H22000310006,NULL,NULL
I64H22000330006,NULL,NULL
I64J23000100006,9736127A29,NULL
I64J23000130001,97495975F6,NULL
I65J20000000002,NULL,NULL
I67H20004190001,NULL,NULL
I67H24001070008,NULL,NULL
I69B23000180001,NULL,NULL
I69I21000020008,NULL,NULL
I69J21003320001,NULL,NULL
I69J21003370001,NULL,NULL
I69J21003440001,NULL,NULL
I69J21003510001,NULL,NULL
I69J21015510001,NULL,NULL
I69J21015730001,NULL,NULL
I69J21016520001,NULL,NULL
I69J21016520001,9487143E0F,NULL
I71C23000500006,NULL,NULL
I71J23000000001,NULL,NULL
I73C22000750006,NULL,NULL
I74D22001210006,NULL,NULL
I74D22001220006,NULL,NULL
I74D22001230006,NULL,NULL
I74D22001240006,NULL,NULL
I74D22001300006,NULL,NULL
I74D22001310006,NULL,NULL
I74D22001330006,NULL,NULL
I74D22001350006,NULL,NULL
I74D22001390006,NULL,NULL
I74D22001450006,NULL,NULL
I74D22001460006,NULL,NULL
I74D22001470006,NULL,NULL
I74D22001480006,NULL,NULL
I74D22001500006,NULL,NULL
I74D22001510006,NULL,NULL
I74D22001520006,NULL,NULL
I74D22001540006,NULL,NULL
I74D22001550006,NULL,NULL
I74D22001560006,NULL,NULL
I74D22001580006,NULL,NULL
I74D22001600006,NULL,NULL
I74D22001640006,NULL,NULL
I74D22001650006,NULL,NULL
I74D22001680006,NULL,NULL
I74D22001700006,NULL,NULL
I74D22001720006,NULL,NULL
I74D22001750006,NULL,NULL
I74D22001780006,NULL,NULL
I74D22001790006,NULL,NULL
I74D22001800006,NULL,NULL
I74D22001830006,NULL,NULL
I74D22001860006,NULL,NULL
I74D22001880006,NULL,NULL
I74D22001890006,NULL,NULL
I74D22001970006,NULL,NULL
I74D22001990006,NULL,NULL
I74D22002030006,NULL,NULL
I74D22002050006,NULL,NULL
I74D22002080006,NULL,NULL
I74D22002130006,NULL,NULL
I74D22002150006,NULL,NULL
I74D22002180006,NULL,NULL
I74D22002240006,NULL,NULL
I74D22003510006,99749071A9,NULL
I74H22000180006,NULL,NULL
I74J23000310006,97459368CE,NULL
I79I23000360006,NULL,NULL
I79J21003750001,NULL,NULL
I79J21003760001,NULL,NULL
I79J21003780001,NULL,NULL
I79J21003860001,NULL,NULL
I79J21003890001,NULL,NULL
I79J21003990001,NULL,NULL
I79J21004020001,NULL,NULL
I79J21004040001,NULL,NULL
I79J21004070001,NULL,NULL
I79J21004270001,NULL,NULL
I79J21004910001,NULL,NULL
I79J21016030001,NULL,NULL
I83C23000110006,NULL,NULL
I83D21002000001,NULL,NULL
I84C22001330006,NULL,NULL
I84D22001260006,NULL,NULL
I84D22001270006,NULL,NULL
I84D22001280006,NULL,NULL
I84D22001300006,NULL,NULL
I84D22001320006,NULL,NULL
I84D22001330006,NULL,NULL
I84D22001350006,NULL,NULL
I84D22001370006,NULL,NULL
I84D22001380006,NULL,NULL
I84D22001410006,NULL,NULL
I84D22001450006,NULL,NULL
I84D22001470006,NULL,NULL
I84D22001500006,NULL,NULL
I84D22001510006,NULL,NULL
I84D22001540006,NULL,NULL
I84D22001620006,NULL,NULL
I84D22001660006,NULL,NULL
I84D22001680006,NULL,NULL
I84D22001730006,NULL,NULL
I84D22001740006,NULL,NULL
I84D22001770006,NULL,NULL
I84D22001790006,NULL,NULL
I84D22001810006,NULL,NULL
I84D22001820006,NULL,NULL
I84D22001840006,NULL,NULL
I84D22001860006,NULL,NULL
I84D22001870006,NULL,NULL
I84D22001880006,NULL,NULL
I84D22001910006,NULL,NULL
I84D22001940006,NULL,NULL
I84D22001950006,NULL,NULL
I84D22001970006,NULL,NULL
I84D22002110006,NULL,NULL
I84D22002200006,NULL,NULL
I84D22002220006,NULL,NULL
I84D22002250006,NULL,NULL
I84D22002270006,NULL,NULL
I84D22002280006,NULL,NULL
I84D22002290006,NULL,NULL
I84D22002330006,NULL,NULL
I84D22002370006,NULL,NULL
I84D22002380006,NULL,NULL
I84D22002410006,NULL,NULL
I84D22002440006,NULL,NULL
I84D22002460006,NULL,NULL
I84D22002490006,NULL,NULL
I84D22002500006,997622514F,NULL
I84D22002550006,NULL,NULL
I84D22003620006,9962705C3D,NULL
I84D22004300006,NULL,NULL
I84D22004300006,A035412763,NULL
I84H22000160006,NULL,NULL
I84H22000270001,NULL,NULL
I84H22000280001,NULL,NULL
I84J23000110006,NULL,NULL
I84J23000130006,974459020F,NULL
I85I23000120006,NULL,NULL
I89I23000070006,NULL,NULL
I89J21002990001,NULL,NULL
I89J21003070001,NULL,NULL
I89J21003080001,NULL,NULL
I89J21003420001,NULL,NULL
I89J21003450001,NULL,NULL
I89J21003480001,NULL,NULL
I89J21004080001,NULL,NULL
I89J21004110001,NULL,NULL
I89J21016260001,9481287D89,NULL
I89J21016320001,NULL,NULL
I89J21018340001,NULL,NULL
I90I22000010006,NULL,NULL
I91E22000100006,NULL,NULL
I91E22000110006,NULL,NULL
I94D22001250006,NULL,NULL
I94D22001260006,NULL,NULL
I94D22001270006,NULL,NULL
I94D22001310006,NULL,NULL
I94D22001330006,NULL,NULL
I94D22001370006,NULL,NULL
I94D22001380006,NULL,NULL
I94D22001410006,NULL,NULL
I94D22001450006,NULL,NULL
I94D22001460006,NULL,NULL
I94D22001490006,NULL,NULL
I94D22001510006,NULL,NULL
I94D22001520006,NULL,NULL
I94D22001560006,NULL,NULL
I94D22001580006,NULL,NULL
I94D22001590006,NULL,NULL
I94D22001610006,NULL,NULL
I94D22001630006,NULL,NULL
I94D22001660006,NULL,NULL
I94D22001740006,NULL,NULL
I94D22001770006,NULL,NULL
I94D22001790006,NULL,NULL
I94D22001840006,NULL,NULL
I94D22001850006,NULL,NULL
I94D22001900006,NULL,NULL
I94D22001930006,NULL,NULL
I94D22001950006,NULL,NULL
I94D22001970006,NULL,NULL
I94D22001990006,NULL,NULL
I94D22002060006,NULL,NULL
I94D22002200006,NULL,NULL
I94D22002250006,NULL,NULL
I94D22002280006,NULL,NULL
I94D22002320006,NULL,NULL
I94D22002330006,NULL,NULL
I94D22002390006,NULL,NULL
I94D22002410006,NULL,NULL
I94D22002430006,NULL,NULL
I94D22002490006,NULL,NULL
I94H22000260001,NULL,NULL
I94H22000500001,NULL,NULL
I94H22000740006,NULL,NULL
I94J22000390006,NULL,NULL
I94J23000180006,NULL,NULL
I94J23000240001,NULL,NULL
I98H22000210001,A024771969,NULL
I99J21003900001,NULL,NULL
I99J21003950001,NULL,NULL
I99J21004080001,NULL,NULL
I99J21004150001,NULL,NULL
I99J21004580001,NULL,NULL
I99J21004750001,NULL,NULL
I99J21015280001,947982356A,NULL
I99J21015440001,NULL,NULL
I99J21016260001,9479561D32,NULL
J11D22002370001,NULL,NULL
J11D22002390001,NULL,NULL
J11D23000050001,NULL,NULL
J11D23000510001,NULL,NULL
J11D23000520001,NULL,NULL
J11D23000530001,NULL,NULL
J11D23000540001,NULL,NULL
J11D23000550001,NULL,NULL
J11E22000240001,NULL,NULL
J11G23000030006,NULL,NULL
J11J22002500001,NULL,NULL
J11J22002510001,NULL,NULL
J11J22002520001,NULL,NULL
J11J22002530001,NULL,NULL
J11J22002540001,NULL,NULL
J11J22002550001,NULL,NULL
J11J22002560001,NULL,NULL
J11J22002570001,NULL,NULL
J11J22002580001,NULL,NULL
J11J22002590001,NULL,NULL
J11J22002600001,NULL,NULL
J11J22002610001,NULL,NULL
J11J22002620001,NULL,NULL
J11J22002630001,NULL,NULL
J11J22002640001,NULL,NULL
J11J22002650001,NULL,NULL
J11J22002660001,NULL,NULL
J11J22002670001,NULL,NULL
J11J22002680001,NULL,NULL
J11J22002690001,NULL,NULL
J11J22002700001,NULL,NULL
J11J22002710001,NULL,NULL
J11J22002720001,NULL,NULL
J11J22002730001,NULL,NULL
J11J22002740001,NULL,NULL
J11J22002750001,NULL,NULL
J11J22002760001,NULL,NULL
J11J22002770001,NULL,NULL
J11J22002780001,NULL,NULL
J11J22002790001,NULL,NULL
J11J22002800001,NULL,NULL
J11J22002810001,NULL,NULL
J11J22002820001,NULL,NULL
J11J22002830001,NULL,NULL
J11J22002840001,NULL,NULL
J11J22002850001,NULL,NULL
J11J22002860001,NULL,NULL
J12E22000500001,NULL,NULL
J12E22000530001,NULL,NULL
J12E22000560001,NULL,NULL
J12E22000570001,NULL,NULL
J12E22000590001,NULL,NULL
J12E22000600001,NULL,NULL
J13D20001210001,NULL,NULL
J13D21003730001,NULL,NULL
J14C23000510004,NULL,NULL
J14D22001990001,NULL,NULL
J14D22002000001,NULL,NULL
J14D22002020001,NULL,NULL
J14D22002030001,NULL,NULL
J14D22002080001,NULL,NULL
J14D22002110001,NULL,NULL
J14D22002130001,NULL,NULL
J14D22002160001,NULL,NULL
J14D22002190001,NULL,NULL
J14D22002240001,NULL,NULL
J14D22003380001,NULL,NULL
J14D22003390001,NULL,NULL
J14D22003400001,NULL,NULL
J14D22003420001,NULL,NULL
J14D22003470001,NULL,NULL
J14D22003490001,NULL,NULL
J14D22003520001,NULL,NULL
J14D22003610001,NULL,NULL
J14D22003620001,NULL,NULL
J14D22003640001,NULL,NULL
J14D22003660001,NULL,NULL
J14D22003680001,NULL,NULL
J14D22003700001,NULL,NULL
J14D22003740001,NULL,NULL
J14D22003750001,NULL,NULL
J14D22003760001,NULL,NULL
J14D22003770001,NULL,NULL
J14D22003780001,NULL,NULL
J14D22003790001,NULL,NULL
J14D22003810001,NULL,NULL
J14D22003820001,NULL,NULL
J14D22003830001,NULL,NULL
J14D22003850001,NULL,NULL
J14D22003860001,NULL,NULL
J14D22003870001,NULL,NULL
J14D22003920001,NULL,NULL
J14D22003930001,NULL,NULL
J14D22003940001,NULL,NULL
J14D22003970001,NULL,NULL
J14D22003980001,NULL,NULL
J14D22003990001,NULL,NULL
J14D22004000001,NULL,NULL
J14D22004010001,NULL,NULL
J14D22004020001,NULL,NULL
J14D22004030001,NULL,NULL
J14D22004040001,NULL,NULL
J14D22004050001,NULL,NULL
J14D22004060001,NULL,NULL
J14D22004080001,NULL,NULL
J14D22004090001,NULL,NULL
J14D22004100001,NULL,NULL
J14D22004180006,NULL,NULL
J14D22004210006,NULL,NULL
J14D22004230006,NULL,NULL
J14D22004280006,NULL,NULL
J14D22004300006,NULL,NULL
J14D22004310006,NULL,NULL
J14D22004320006,NULL,NULL
J14D22004340006,NULL,NULL
J14D22004350006,NULL,NULL
J14D22004380006,NULL,NULL
J14D22004390006,NULL,NULL
J14D22004400006,NULL,NULL
J14D22004410006,NULL,NULL
J14D22004440006,NULL,NULL
J14D22004450006,NULL,NULL
J14D22004510006,NULL,NULL
J14D22004520006,NULL,NULL
J14D22004530006,NULL,NULL
J14D22004580006,NULL,NULL
J14D22004590006,NULL,NULL
J14D22004610006,NULL,NULL
J14D22004630006,NULL,NULL
J14D22004650006,NULL,NULL
J14D22004670006,NULL,NULL
J14D22004680006,NULL,NULL
J14D22004690006,NULL,NULL
J14D22004710006,NULL,NULL
J14D22004720006,NULL,NULL
J14D22004740006,NULL,NULL
J14D22004750006,NULL,NULL
J14D22004770006,NULL,NULL
J14D22004820006,NULL,NULL
J14D22004840006,NULL,NULL
J14D22004880006,NULL,NULL
J14D22004910006,NULL,NULL
J14D22004950006,NULL,NULL
J14D22004970006,NULL,NULL
J14D22005010006,NULL,NULL
J14D22005020006,NULL,NULL
J14D22005120006,NULL,NULL
J14D22005150006,NULL,NULL
J14D22005340006,NULL,NULL
J14D22005350006,NULL,NULL
J14D22007940006,NULL,NULL
J14D22007950006,NULL,NULL
J14D22007970006,NULL,NULL
J14D22007980006,NULL,NULL
J14D22007990006,NULL,NULL
J14D22008000006,NULL,NULL
J14D22008020006,NULL,NULL
J14D22008030006,NULL,NULL
J14D22008040006,NULL,NULL
J14D22008050006,NULL,NULL
J14D22008060006,NULL,NULL
J14D22008070006,NULL,NULL
J14D22008080006,NULL,NULL
J14D22008090006,NULL,NULL
J14D22008100006,NULL,NULL
J14D22008110006,NULL,NULL
J14D22008120006,NULL,NULL
J14D22008130006,NULL,NULL
J14D22008140006,NULL,NULL
J14D22008150006,NULL,NULL
J14D22008160006,NULL,NULL
J14D22008170006,NULL,NULL
J14D22008180006,NULL,NULL
J14D22008190006,NULL,NULL
J14D22008200006,NULL,NULL
J14D22008210006,NULL,NULL
J14D22008220006,NULL,NULL
J14D22008230006,NULL,NULL
J14D22008240006,NULL,NULL
J14D22008250006,NULL,NULL
J14D22008260006,NULL,NULL
J14D22008270006,NULL,NULL
J14D22008280006,NULL,NULL
J14D22008290006,NULL,NULL
J14D22008300006,NULL,NULL
J14D22008310006,NULL,NULL
J14D22008320006,NULL,NULL
J14D22008330006,NULL,NULL
J14D22008340006,NULL,NULL
J14D22008350006,NULL,NULL
J14D22008360006,NULL,NULL
J14D22008370006,NULL,NULL
J14D22008380006,NULL,NULL
J14D22008390006,NULL,NULL
J14D22008400006,NULL,NULL
J14D22008410006,NULL,NULL
J14D22008420006,NULL,NULL
J14D22008430006,NULL,NULL
J14D22008440006,NULL,NULL
J14D22008450006,NULL,NULL
J14D22008460006,NULL,NULL
J14D22008470006,NULL,NULL
J14D22008480006,NULL,NULL
J14D22008490006,NULL,NULL
J14D22008500006,NULL,NULL
J14D22008510006,NULL,NULL
J14D22008520006,NULL,NULL
J14D22008530006,NULL,NULL
J14D22008540006,NULL,NULL
J14D22008550006,NULL,NULL
J14D22008560006,NULL,NULL
J14D22008570006,NULL,NULL
J14D22008580006,NULL,NULL
J14D22008590006,NULL,NULL
J14D22008600006,NULL,NULL
J14D22008610006,NULL,NULL
J14D22008620006,NULL,NULL
J14D22008630006,NULL,NULL
J14D22008640006,NULL,NULL
J14D22008660006,NULL,NULL
J14D22008670006,NULL,NULL
J14D22008680006,NULL,NULL
J14D22008690006,NULL,NULL
J14D23000220006,NULL,NULL
J14D23000450006,NULL,NULL
J14D23000690001,NULL,NULL
J14D23000840001,NULL,NULL
J14D23001620001,NULL,NULL
J14D23001630001,NULL,NULL
J14D23001640001,NULL,NULL
J14D23001930001,NULL,NULL
J14D23001940001,NULL,NULL
J14D23001950001,NULL,NULL
J14D23001960001,NULL,NULL
J14D23002000001,NULL,NULL
J14D23002010001,NULL,NULL
J14D23002020001,NULL,NULL
J14D23002030001,NULL,NULL
J14D23002040001,NULL,NULL
J14D23002050001,NULL,NULL
J14D23002060001,NULL,NULL
J14D23002070001,NULL,NULL
J14D23002080001,NULL,NULL
J14D23003250001,NULL,NULL
J14D23003260001,NULL,NULL
J14D23003290001,NULL,NULL
J14D23003310001,NULL,NULL
J14D23003320001,NULL,NULL
J14D23003330001,NULL,NULL
J14D23003360001,NULL,NULL
J14D23003390001,NULL,NULL
J14D23003400001,NULL,NULL
J14D23003420001,NULL,NULL
J14D23003430001,NULL,NULL
J14D23003440001,NULL,NULL
J14D23003470001,NULL,NULL
J14D23003490001,NULL,NULL
J14D23003540001,NULL,NULL
J14D23003570001,NULL,NULL
J14D23003580001,NULL,NULL
J14D23003600001,NULL,NULL
J14D23003610001,NULL,NULL
J14D23003640001,NULL,NULL
J14D23003670001,NULL,NULL
J14D23003680001,NULL,NULL
J14D23003690001,NULL,NULL
J14D23003720001,NULL,NULL
J14D23003730001,NULL,NULL
J14D23003740001,NULL,NULL
J14D23003750001,NULL,NULL
J14D23003780001,NULL,NULL
J14D23003790001,NULL,NULL
J14D23003800001,NULL,NULL
J14D23003820001,NULL,NULL
J14D23003830001,NULL,NULL
J14D23003850001,NULL,NULL
J14D23003860001,NULL,NULL
J14D23003870001,NULL,NULL
J14D23003890001,NULL,NULL
J14D23003900001,NULL,NULL
J14D23003910001,NULL,NULL
J14D23003920001,NULL,NULL
J14D23003950001,NULL,NULL
J14D23003990001,NULL,NULL
J14D23004000001,NULL,NULL
J14D23004010001,NULL,NULL
J14D24002640001,NULL,NULL
J14D24002650001,NULL,NULL
J14D24002660001,NULL,NULL
J14D24002670001,NULL,NULL
J14D24002680001,NULL,NULL
J14D24002750001,NULL,NULL
J14D24002790001,NULL,NULL
J14D24002820001,NULL,NULL
J14D24002830001,NULL,NULL
J14D24002850001,NULL,NULL
J14D24002870001,NULL,NULL
J14D24002920001,NULL,NULL
J14D24002940001,NULL,NULL
J14D24002950001,NULL,NULL
J14D24002960001,NULL,NULL
J14D24002970001,NULL,NULL
J14D24002980001,NULL,NULL
J14D24003010001,NULL,NULL
J14F18000810006,NULL,NULL
J14J22000900004,NULL,NULL
J14J23000250006,97475951DD,NULL
J19I22001630006,NULL,NULL
J19J21013680001,NULL,NULL
J19J21013700001,NULL,NULL
J19J21013870001,NULL,NULL
J19J21013970001,NULL,NULL
J19J21014110001,NULL,NULL
J19J21014240001,NULL,NULL
J19J21014960001,NULL,NULL
J19J21022560001,NULL,NULL
J19J21023920001,NULL,NULL
J21B22001280006,A02F655C6E,NULL
J21D22001250001,NULL,NULL
J21D22001260001,NULL,NULL
J21D23000160001,NULL,NULL
J21D23000170001,NULL,NULL
J21E22000170001,NULL,NULL
J21E22000180001,NULL,NULL
J21F23001870002,NULL,NULL
J21J22002550001,NULL,NULL
J21J22002560001,NULL,NULL
J21J22002570001,NULL,NULL
J21J22002580001,NULL,NULL
J21J22002590001,NULL,NULL
J22E22000440006,NULL,NULL
J22E22000630001,NULL,NULL
J22E22000650001,NULL,NULL
J22E22000680001,NULL,NULL
J22E22000690001,NULL,NULL
J22E22000700001,NULL,NULL
J23D21001690001,NULL,NULL
J23J22000840006,NULL,NULL
J24D22000910001,NULL,NULL
J24D22001230001,NULL,NULL
J24D22001240001,NULL,NULL
J24D22001260001,NULL,NULL
J24D22001270001,NULL,NULL
J24D22001290001,NULL,NULL
J24D22001300001,NULL,NULL
J24D22001320006,NULL,NULL
J24D22001340006,NULL,NULL
J24D22001380006,NULL,NULL
J24D22001410006,NULL,NULL
J24D22001420006,NULL,NULL
J24D22001430006,NULL,NULL
J24D22001450006,NULL,NULL
J24D22001460006,NULL,NULL
J24D22001490006,NULL,NULL
J24D22001500006,NULL,NULL
J24D22001510006,NULL,NULL
J24D22001560006,NULL,NULL
J24D22001630006,NULL,NULL
J24D22001640006,NULL,NULL
J24D22001660006,NULL,NULL
J24D22001720006,NULL,NULL
J24D22001750006,NULL,NULL
J24D22001770006,NULL,NULL
J24D22001790006,NULL,NULL
J24D22001810006,NULL,NULL
J24D22001820006,NULL,NULL
J24D22001880006,NULL,NULL
J24D22001910006,NULL,NULL
J24D22001970006,NULL,NULL
J24D22002080006,NULL,NULL
J24D22003510006,NULL,NULL
J24D22003520006,NULL,NULL
J24D22003530006,NULL,NULL
J24D22003540006,NULL,NULL
J24D22003550006,NULL,NULL
J24D22003560006,NULL,NULL
J24D22003570006,NULL,NULL
J24D22003580006,NULL,NULL
J24D22003590006,NULL,NULL
J24D22003600006,NULL,NULL
J24D22003620006,NULL,NULL
J24D22003630006,NULL,NULL
J24D22003640006,NULL,NULL
J24D22003650006,NULL,NULL
J24D22003660006,NULL,NULL
J24D22003670006,NULL,NULL
J24D22003680006,NULL,NULL
J24D22003690006,NULL,NULL
J24D22003700006,NULL,NULL
J24D22003710006,NULL,NULL
J24D22003720006,NULL,NULL
J24D22003730006,NULL,NULL
J24D23000900001,NULL,NULL
J24D23000950001,NULL,NULL
J24D23001210001,NULL,NULL
J24D23001220001,NULL,NULL
J24D23001240001,NULL,NULL
J24D23001250001,NULL,NULL
J24D23001270001,NULL,NULL
J24D23001280001,NULL,NULL
